step,transactionType,amount,initiator,oldBalInitiator,newBalInitiator,recipient,oldBalRecipient,newBalRecipient,isFraud
11,DEPOSIT,137040.73,4912412071319475,1809226.38,1946267.11,13-0002162,5396.03,5396.03,0
84,PAYMENT,560.47,4689597575475350,965849.35,965288.88,82-0007942,92127.53,92688.0,0
37,TRANSFER,20019.6,4792630347833723,3297378.72,3277359.12,4886051887565194,0.0,20019.6,0
86,PAYMENT,549.26,4697282431908528,2997942.35,2997393.09,35-0001330,142896.86,143446.12,0
33,PAYMENT,633.45,4872475855166626,2582380.23,2581746.77,16-0001200,69125.52,69758.97,0
103,PAYMENT,560.39,4943804754536149,2690953.71,2690393.32,01-0006452,110734.41,111294.8,0
114,TRANSFER,31001.56,4264238534512917,1207427.4,1176425.84,4801914091748181,0.0,31001.56,1
49,PAYMENT,595.68,4568749058213909,2820437.43,2819841.75,43-0000935,68227.84,68823.52,0
116,TRANSFER,73624.07,4463642729334350,-174148.12,-174148.12,4076226591820826,59182.66,59182.66,0
22,WITHDRAWAL,117170.53,4999226597078290,2788395.21,2671224.68,87-0005734,50581.64,50581.64,0
137,TRANSFER,39859.16,4558622003358032,403602.94,363743.78,4793344832285923,20195.21,60054.36,0
20,DEPOSIT,181781.48,4121467903168984,2790359.35,2972140.83,16-0009099,25460.26,25460.26,0
124,PAYMENT,600.22,4917241242923427,2361112.45,2360512.23,68-0001316,118127.23,118727.45,0
17,DEPOSIT,118037.65,4237929123555044,4355578.83,4473616.48,03-0005347,57985.77,57985.77,0
20,DEPOSIT,144186.32,4272444755161505,1309771.26,1453957.58,36-0005217,37514.16,37514.16,0
20,TRANSFER,19984.84,4641021329092483,3401173.98,3381189.14,4311614514909617,0.0,19984.84,0
107,PAYMENT,595.68,4391795083268130,3287075.15,3286479.48,81-0009279,274640.98,275236.65,0
63,PAYMENT,561.67,4041837880210792,175448.47,174886.81,58-0007060,127880.64,128442.3,0
130,PAYMENT,540.54,4264062065712278,3797464.2,3796923.65,38-0009686,172311.18,172851.72,0
52,TRANSFER,16840.63,4384187483562925,2696029.76,2679189.13,4619182397014144,107079.33,123919.95,0
134,PAYMENT,534.48,4995266061555781,1950317.44,1949782.96,21-0000175,90597.58,91132.05,0
45,DEPOSIT,98709.53,4247864238538452,4139591.44,4238300.97,82-0009462,171868.97,171868.97,0
48,PAYMENT,596.42,4897326195323396,5215421.26,5214824.84,62-0002142,52123.8,52720.23,0
14,TRANSFER,16945.23,4859676822513447,1441871.28,1424926.05,4912737003150436,40814.48,57759.7,1
60,PAYMENT,703.84,4789558652135175,3132208.2,3131504.36,61-0005572,289351.69,290055.53,0
42,DEPOSIT,41863.98,4110089964042321,3212754.43,3254618.41,88-0009338,63646.13,63646.13,0
15,DEPOSIT,112240.48,4033287447853488,2383439.48,2495679.96,31-0002252,40887.77,40887.77,0
95,DEPOSIT,81439.41,4252412569654654,2118904.03,2200343.43,78-0008706,180534.51,180534.51,0
42,PAYMENT,7353.48,4431999939916106,3364871.76,3357518.28,45-0004438,221632.61,228986.08,0
23,WITHDRAWAL,25415.66,4242274885315821,5061971.81,5036556.15,99-0008609,62880.39,62880.39,0
10,DEPOSIT,30372.36,4805715830717882,2221598.27,2251970.63,48-0008921,2374.82,2374.82,0
40,TRANSFER,17972.21,4940131142444833,2730454.09,2712481.88,4842523936281596,91007.91,108980.12,0
130,TRANSFER,20019.6,4422324761738034,1949126.38,1929106.79,4498957374760637,114104.17,134123.77,0
38,WITHDRAWAL,96698.7,4953274896163086,4267010.88,4170312.18,25-0005453,93002.75,93002.75,0
15,DEPOSIT,104557.49,4288574571207827,1497946.34,1602503.83,98-0007402,9618.12,9618.12,0
3,PAYMENT,541.15,4384187483562925,-72291.96,-72833.11,16-0000047,598.6,1139.74,0
110,PAYMENT,675.68,4927524531438480,2411139.83,2410464.15,43-0008708,180500.99,181176.67,0
134,PAYMENT,657.0,4188681840888310,3325028.44,3324371.45,25-0005073,142448.38,143105.38,0
78,PAYMENT,596.42,4343120564842502,2731703.46,2731107.04,59-0004093,187608.07,188204.49,0
137,DEPOSIT,225744.89,4869448691938891,3122644.36,3348389.24,44-0007971,105525.28,105525.28,0
16,WITHDRAWAL,38604.45,4241177789804355,4475922.07,4437317.62,91-0000949,7227.38,7227.38,0
17,DEPOSIT,76741.12,4310334001536085,2344245.42,2420986.53,52-0003610,41936.61,41936.61,0
27,PAYMENT,577.51,4522535417641699,2869632.92,2869055.41,78-0006463,52665.33,53242.83,0
59,TRANSFER,17341.61,4757251309729370,3664194.52,3646852.92,4196951216444000,20144.72,37486.32,1
17,PAYMENT,8779.56,4992428251585464,2924998.3,2916218.74,35-0007129,10111.36,18890.92,0
44,DEPOSIT,326198.08,4620567053192191,3755660.73,4081858.81,43-0006306,296326.74,296326.74,0
17,PAYMENT,575.87,4589968121214182,3752653.68,3752077.82,37-0006894,5999.27,6575.14,0
13,PAYMENT,538.05,4587646284824177,4072230.86,4071692.81,78-0005886,3291.76,3829.81,0
141,WITHDRAWAL,160684.27,4136786258921546,4364691.42,4204007.15,64-0005091,191175.4,191175.4,0
18,DEPOSIT,55146.68,4279508345148298,3433051.72,3488198.4,39-0006472,6528.04,6528.04,0
40,PAYMENT,597.84,4042718344734883,1872248.22,1871650.38,02-0006527,19188.57,19786.41,0
7,PAYMENT,553.88,4282256567061360,4072.59,3518.71,15-0003614,5879.9,6433.78,0
138,DEPOSIT,70632.35,4788942297448535,2655809.74,2726442.09,48-0009576,196782.65,196782.65,0
117,PAYMENT,563.27,4135168019143127,213190.52,212627.26,94-0008631,145125.86,145689.13,0
91,TRANSFER,17084.69,4293788325596367,2854027.11,2836942.42,4347042232856134,144847.2,161931.89,0
139,TRANSFER,80806.91,4545302489338438,2174505.7,2093698.79,4429493950186496,0.0,80806.91,0
18,WITHDRAWAL,26636.59,4449396341380403,2514529.95,2487893.36,93-0004489,45816.95,45816.95,0
60,PAYMENT,545.27,4640861733080553,3909066.09,3908520.82,71-0003552,115887.5,116432.77,0
38,PAYMENT,574.56,4671599750233729,2419245.95,2418671.39,85-0005579,121343.89,121918.45,0
19,DEPOSIT,78039.51,4192558641058968,4409292.29,4487331.8,01-0006583,43256.56,43256.56,0
11,TRANSFER,73880.61,4783015447608368,3025293.79,2951413.18,4064935188730081,90135.53,164016.15,0
143,PAYMENT,535.56,4735097051303279,1897791.93,1897256.37,02-0003871,125644.54,126180.11,0
11,DEPOSIT,135934.91,4659513681884340,944431.35,1080366.26,84-0001372,4789.43,4789.43,0
79,TRANSFER,16876.34,4496892331501976,3450968.37,3434092.03,4650682297358871,34714.18,51590.52,0
103,PAYMENT,628.92,4781077935876578,3459103.17,3458474.24,52-0003258,226603.57,227232.49,0
120,PAYMENT,618.35,4745549031310194,2830640.96,2830022.61,57-0000705,136765.37,137383.72,0
88,PAYMENT,610.54,4011774462783696,2556366.06,2555755.51,40-0007934,206350.2,206960.74,0
136,DEPOSIT,124545.94,4527121554467084,481421.82,605967.75,92-0000945,76913.82,76913.82,0
39,DEPOSIT,183160.32,4755405470682170,3410497.81,3593658.13,72-0009095,121643.34,121643.34,0
51,TRANSFER,27901.41,4554680852135806,3650298.15,3622396.74,4860359373907444,19631.62,47533.03,0
67,PAYMENT,581.84,4654047633050507,4124916.77,4124334.93,35-0002150,148335.35,148917.19,0
44,PAYMENT,4126.48,4266743834427615,4008379.43,4004252.95,22-0001617,99406.62,103533.09,0
119,PAYMENT,632.66,4576023916879107,3755485.17,3754852.51,00-0004314,324350.42,324983.09,0
0,PAYMENT,561.96,4059538908831036,451680.33,451118.37,91-0006256,0.0,561.96,0
91,TRANSFER,16896.95,4967825265703507,2767759.69,2750862.74,4619796558158422,74145.41,91042.36,1
139,WITHDRAWAL,117797.45,4503921856081717,3466493.06,3348695.61,71-0005841,373193.26,373193.26,0
143,DEPOSIT,125835.1,4910577514432168,2524009.12,2649844.22,43-0002124,174497.25,174497.25,0
141,TRANSFER,19984.84,4825998318830338,3658462.66,3638477.82,4138585363876241,0.0,19984.84,0
14,PAYMENT,8808.8,4011774462783696,3976982.58,3968173.78,84-0004481,98765.76,107574.55,0
135,PAYMENT,542.48,4375661158711018,3839931.73,3839389.25,71-0009937,128813.28,129355.77,0
42,DEPOSIT,203522.95,4157604576241055,3937865.32,4141388.27,31-0002163,49880.46,49880.46,0
100,PAYMENT,603.46,4572394638486867,2162360.47,2161757.0,22-0009912,263907.42,264510.88,0
9,TRANSFER,17443.62,4357349536254008,1837781.02,1820337.41,4759928870895445,0.0,17443.62,0
86,TRANSFER,17259.03,4355742799022751,3160802.08,3143543.05,4657042455793257,33890.45,51149.48,0
29,PAYMENT,580.13,4104704667753515,1614252.63,1613672.5,59-0005794,59103.72,59683.85,0
128,PAYMENT,586.53,4654047633050507,4163708.88,4163122.35,61-0005070,134920.24,135506.77,0
142,DEPOSIT,65193.43,4973299039038503,4000601.0,4065794.43,03-0007842,75421.76,75421.76,0
15,PAYMENT,11237.51,4053893461799963,2426735.02,2415497.51,63-0000480,7529.81,18767.32,0
71,TRANSFER,16817.74,4431395271149598,2493111.03,2476293.29,4848317699181208,0.0,16817.74,1
16,PAYMENT,12506.84,4751316402526548,4204459.64,4191952.79,82-0008880,25316.29,37823.13,0
36,PAYMENT,681.33,4619183824483910,2218325.48,2217644.14,91-0005276,105979.21,106660.54,0
15,PAYMENT,539.98,4322795553077072,0.0,0.0,75-0007794,19071.68,19071.68,0
61,PAYMENT,549.26,4947956938861110,2369955.1,2369405.84,40-0007100,155335.2,155884.47,0
90,TRANSFER,16973.75,4634311096994550,2279278.28,2262304.53,4945030354405927,0.0,16973.75,1
84,PAYMENT,578.29,4598535694641908,1438527.5,1437949.21,33-0005612,113914.12,114492.41,0
70,PAYMENT,552.17,4647600733227209,3170603.22,3170051.05,43-0009819,212431.78,212983.94,0
12,DEPOSIT,277691.48,4621008521920458,3438908.04,3716599.51,78-0009226,1826.88,1826.88,0
133,DEPOSIT,265803.22,4945482194025615,1672048.11,1937851.33,22-0008899,134091.73,134091.73,0
121,PAYMENT,579.63,4359142928498897,175090.72,174511.09,06-0007058,224540.61,225120.24,0
19,DEPOSIT,218346.19,4436362317445161,3441462.95,3659809.14,75-0003564,38969.28,38969.28,0
43,TRANSFER,65024.13,4216931503680447,3103749.85,3038725.73,4154312128635120,3623706.18,3688730.3,0
80,TRANSFER,43251.04,4605938402565230,726040.32,682789.28,4088077898209486,17223.37,60474.4,1
8,DEPOSIT,19521.79,4346950650659528,223660.53,243182.31,12-0007148,1695.26,1695.26,0
139,PAYMENT,538.49,4465327305396845,4524169.2,4523630.7,24-0007105,216312.28,216850.77,0
138,TRANSFER,21966.03,4518987088906925,3428597.73,3406631.7,4939159799881984,0.0,21966.03,0
120,TRANSFER,28787.17,4583181082770897,2317827.6,2289040.43,4359157837929048,0.0,28787.17,1
104,TRANSFER,38370.89,4598470390543994,3182068.13,3143697.24,4611694720980195,283967.07,322337.97,0
15,PAYMENT,543.23,4464311073440705,1751237.27,1750694.05,00-0002675,25009.91,25553.14,0
138,DEPOSIT,72018.86,4159737183845005,3598789.25,3670808.11,53-0008318,181687.58,181687.58,0
42,PAYMENT,12701.83,4728102869260783,3197819.11,3185117.28,26-0004560,26727.53,39429.37,0
36,DEPOSIT,141579.95,4547384260246244,3124164.57,3265744.52,02-0008805,98218.88,98218.88,0
7,DEPOSIT,219840.68,4208059368147342,482720.81,702561.49,34-0004341,4140.78,4140.78,0
106,PAYMENT,541.15,4200988910455688,38577.08,38035.94,43-0002904,214304.91,214846.05,0
132,PAYMENT,700.8,4092905366491299,3345854.3,3345153.51,54-0000505,270655.16,271355.96,0
71,PAYMENT,557.82,4283525864933037,2711606.35,2711048.53,21-0008349,100255.12,100812.95,0
14,WITHDRAWAL,154963.35,4751316402526548,4350699.71,4195736.36,82-0008306,21042.28,21042.28,0
20,DEPOSIT,50460.6,4650730647976700,3588138.7,3638599.31,31-0004140,124699.82,124699.82,0
26,TRANSFER,17389.78,4610281053477931,4937760.37,4920370.59,4657708173761129,27126.37,44516.15,0
109,TRANSFER,16959.07,4324144843556090,3506127.7,3489168.63,4565836676645365,20019.6,36978.67,0
59,PAYMENT,538.96,4633322760521885,2571360.66,2570821.7,24-0007105,164682.26,165221.22,0
109,TRANSFER,32949.05,4258986850042293,2410867.34,2377918.29,4088194777074152,17042.61,49991.66,0
120,TRANSFER,16896.95,4689746510282013,2384635.03,2367738.08,4571356713089594,207696.52,224593.47,0
84,TRANSFER,17389.78,4575717137712721,2459684.95,2442295.18,4227432951798929,53451.28,70841.05,1
9,DEPOSIT,337886.51,4106998038815825,1749638.45,2087524.96,59-0002081,0.0,0.0,0
58,PAYMENT,535.0,4903753579697024,2886284.7,2885749.7,46-0000152,198663.14,199198.14,0
139,TRANSFER,40848.2,4477198349293033,2079718.92,2038870.72,4185715191630922,0.0,40848.2,0
19,WITHDRAWAL,164956.09,4434993667523322,2009638.45,1844682.35,33-0005897,44570.43,44570.43,0
101,PAYMENT,591.43,4157049507719052,2915633.97,2915042.54,62-0002029,69941.26,70532.69,0
81,PAYMENT,541.15,4064933924239335,2270396.85,2269855.7,14-0001939,69222.6,69763.75,0
123,TRANSFER,16989.35,4628464731710879,3401177.75,3384188.4,4912851712721369,0.0,16989.35,1
62,PAYMENT,550.64,4469872543706459,3883324.34,3882773.7,54-0007952,109919.34,110469.98,0
75,TRANSFER,20593.16,4024218063671608,3443634.19,3423041.03,4659777713854502,0.0,20593.16,0
141,DEPOSIT,115761.47,4345843900914382,2389034.63,2504796.1,64-0003419,301092.78,301092.78,0
120,TRANSFER,19733.6,4307279919886152,3275951.64,3256218.03,4780089694166548,49846.0,69579.6,0
40,DEPOSIT,71815.79,4443417938053652,2339050.79,2410866.58,46-0009880,79208.9,79208.9,0
102,TRANSFER,39229.96,4904884984523783,3348294.87,3309064.91,4116130630463287,161389.75,200619.72,0
75,TRANSFER,16825.05,4089244271025413,2540976.79,2524151.75,4601200203775029,0.0,16825.05,0
63,PAYMENT,550.64,4444500836860531,2511785.92,2511235.28,62-0000272,90982.11,91532.75,0
135,DEPOSIT,210396.26,4516358798895075,2273258.2,2483654.46,57-0009833,234556.08,234556.08,0
140,DEPOSIT,397072.55,4337420952865216,4200242.35,4597314.9,66-0005749,287636.96,287636.96,0
96,TRANSFER,23795.04,4963352242861716,2722432.16,2698637.12,4873779708523761,19569.16,43364.2,0
81,TRANSFER,16848.95,4156744117322054,2479931.34,2463082.39,4934377099574829,202135.52,218984.46,1
42,PAYMENT,9865.35,4815369819010741,2978927.93,2969062.58,13-0000544,70940.88,80806.22,0
45,PAYMENT,614.26,4355633571611749,1992272.84,1991658.58,88-0009451,53945.14,54559.4,0
65,TRANSFER,18828.03,4750928280020948,3871542.34,3852714.31,4908281588052887,94318.05,113146.08,0
18,TRANSFER,385033.9,4230994673237275,2841884.06,2456850.16,4143243512774114,286503.04,671536.95,0
78,PAYMENT,653.88,4869724044091244,2586377.13,2585723.24,99-0003740,60695.08,61348.96,0
121,PAYMENT,823.78,4862232806896336,2651282.16,2650458.38,51-0006554,80629.0,81452.78,0
109,PAYMENT,588.04,4634426728869895,3437905.91,3437317.87,46-0008463,142184.66,142772.7,0
100,TRANSFER,23715.64,4572394638486867,2186076.1,2162360.47,4960756183418240,50011.95,73727.59,0
118,TRANSFER,25271.98,4944758508662693,3272298.52,3247026.55,4253071273699311,0.0,25271.98,1
105,PAYMENT,632.66,4956409150631777,783618.75,782986.09,06-0004051,126200.09,126832.75,0
99,PAYMENT,598.26,4910577514432168,2206048.95,2205450.69,74-0003837,87870.66,88468.92,0
87,TRANSFER,21583.63,4197902448972986,879512.27,857928.64,4175654511294790,0.0,21583.63,1
105,TRANSFER,16973.75,4238728589293598,4022337.94,4005364.19,4917363141724639,97835.35,114809.1,0
129,TRANSFER,23548.89,4846048551161101,3045831.7,3022282.82,4611241061095330,0.0,23548.89,0
143,PAYMENT,653.88,4707471319752730,2505162.3,2504508.42,53-0007757,263740.87,264394.75,0
104,PAYMENT,599.78,4809737504013949,2928416.87,2927817.09,39-0001160,209502.98,210102.77,0
133,DEPOSIT,304397.97,4850090360178960,1128134.33,1432532.3,04-0004712,106870.99,106870.99,0
64,TRANSFER,16919.78,4739993837678081,3429028.08,3412108.3,4387397610393303,40794.06,57713.85,1
140,PAYMENT,12171.82,4250960987167156,3094356.79,3082184.97,11-0000483,217152.9,229324.72,0
140,DEPOSIT,329162.37,4184669047520228,3984699.72,4313862.09,21-0000954,137556.74,137556.74,0
72,PAYMENT,583.18,4663458895413664,2029537.67,2028954.49,03-0002053,128453.01,129036.19,0
12,DEPOSIT,232263.18,4736659067557088,1344932.94,1577196.12,82-0002293,2402.72,2402.72,0
14,WITHDRAWAL,108860.18,4197370577868591,4019310.32,3910450.13,14-0000152,3346.38,3346.38,0
139,TRANSFER,17042.61,4089244271025413,2718709.25,2701666.64,4912851712721369,20057.51,37100.12,1
134,DEPOSIT,34835.7,4633240822053384,1281925.54,1316761.23,24-0005630,114467.38,114467.38,0
39,PAYMENT,560.47,4516616863438661,3924338.48,3923778.01,03-0002047,111626.06,112186.53,0
50,PAYMENT,637.09,4374950204772350,3429888.0,3429250.91,01-0006583,126550.81,127187.9,0
51,TRANSFER,19984.84,4126770461240367,3391204.92,3371220.08,4890667013526844,16857.65,36842.49,0
41,PAYMENT,1322.73,4412651996404970,4590728.43,4589405.7,75-0009069,157380.67,158703.39,0
52,PAYMENT,1167.99,4897757179439990,2328318.51,2327150.52,66-0006084,127542.69,128710.69,0
61,TRANSFER,23496.67,4953249910369273,3509477.59,3485980.92,4320228056871884,0.0,23496.67,0
78,TRANSFER,38370.89,4697561781398483,1841228.95,1802858.06,4710279785743074,17298.25,55669.15,0
82,TRANSFER,17108.16,4679832171960659,3199903.12,3182794.96,4019223442296553,0.0,17108.16,0
85,TRANSFER,38370.89,4772364366030268,3071189.06,3032818.17,4762689479358244,109445.49,147816.38,0
81,PAYMENT,642.4,4516759067860684,2296101.26,2295458.86,04-0001426,135667.71,136310.11,0
57,PAYMENT,539.98,4484650121306699,3274471.6,3273931.62,06-0006210,192288.51,192828.49,0
82,PAYMENT,600.68,4762682371626362,2406726.37,2406125.69,61-0007652,72362.47,72963.15,0
33,TRANSFER,39339.44,4406686013254295,2207542.95,2168203.51,4221778562494720,43089.27,82428.71,0
28,TRANSFER,39576.11,4443911728386470,658924.09,619347.98,4622593723010843,42594.78,82170.89,0
15,DEPOSIT,209962.09,4444733981455357,1954170.51,2164132.6,12-0002628,17707.26,17707.26,0
143,DEPOSIT,89208.61,4153595436629634,3282246.1,3371454.72,83-0006376,150844.53,150844.53,0
15,TRANSFER,380604.6,4499889842498111,3019294.94,2638690.34,4881750430082483,0.0,380604.6,0
45,PAYMENT,11096.06,4897326195323396,4546040.93,4534944.88,30-0001076,70177.81,81273.86,0
113,TRANSFER,40848.2,4883603953380081,2608423.76,2567575.55,4455543026246208,0.0,40848.2,0
111,PAYMENT,575.42,4405483435844908,3898120.05,3897544.63,84-0007330,241822.76,242398.18,0
43,WITHDRAWAL,60643.91,4703522567226712,3567679.31,3507035.4,95-0000084,32636.09,32636.09,0
136,PAYMENT,600.68,4792071054074864,257677.28,257076.59,72-0003423,207172.45,207773.14,0
17,DEPOSIT,84501.96,4851202192323271,4120995.72,4205497.68,43-0000928,18916.16,18916.16,0
43,TRANSFER,84649.85,4474837847182452,3708475.24,3623825.39,4527599285729676,3222302.37,3306952.23,0
115,PAYMENT,616.44,4271448948102665,2161235.7,2160619.26,51-0004916,211679.75,212296.19,0
143,PAYMENT,553.88,4284520779636246,2490823.22,2490269.34,31-0007710,132685.46,133239.34,0
118,TRANSFER,16959.07,4917880574076039,2724354.35,2707395.28,4094641893502575,0.0,16959.07,0
45,DEPOSIT,89594.19,4676330049918598,3690538.16,3780132.35,50-0004681,244166.95,244166.95,0
92,PAYMENT,561.12,4528996457206138,466116.03,465554.9,52-0009257,125313.88,125875.0,0
62,TRANSFER,17084.69,4649534403477349,3982696.0,3965611.31,4460659984961597,35313.82,52398.51,1
9,DEPOSIT,93302.13,4448881594491222,2780652.87,2873955.0,50-0008652,3414.03,3414.03,0
127,TRANSFER,16825.05,4704420150703529,2437240.95,2420415.91,4501865780770477,57524.6,74349.65,0
82,PAYMENT,553.88,4608879716292730,4152823.59,4152269.71,73-0009536,210052.64,210606.52,0
9,PAYMENT,627.64,4586749915717892,820858.44,820230.8,34-0004341,4140.78,4768.42,0
100,TRANSFER,17341.61,4973299039038503,2498667.25,2481325.65,4255227131897806,0.0,17341.61,1
126,TRANSFER,19631.62,4727312519876562,2525883.37,2506251.75,4988585876967009,0.0,19631.62,0
92,PAYMENT,595.68,4364580864152478,1556976.11,1556380.43,50-0004250,146135.63,146731.3,0
43,DEPOSIT,258899.95,4622167756227408,3772245.27,4031145.22,56-0009303,138023.32,138023.32,0
8,DEPOSIT,393536.94,4848285319317876,2124792.29,2518329.23,12-0007672,2205.36,2205.36,0
20,TRANSFER,18533.84,4179465907363636,1295881.86,1277348.02,4747327840190547,0.0,18533.84,0
140,DEPOSIT,149866.0,4635508318792477,4182276.9,4332142.89,99-0002581,251673.9,251673.9,0
46,TRANSFER,526412.37,4953240222247232,4530239.05,4003826.68,4457769632569752,75419.78,601832.15,0
53,TRANSFER,24410.43,4390708287880809,5170056.33,5145645.9,4072049177573666,23740.34,48150.77,0
74,TRANSFER,16810.74,4514903068022892,3964889.25,3948078.51,4587490142806625,33835.41,50646.15,0
9,PAYMENT,585.59,4716012450459484,215846.58,215260.99,91-0003445,2365.67,2951.26,0
127,TRANSFER,74004.98,4276286017535711,692245.99,618241.01,4690759466850268,171407.38,245412.36,0
32,TRANSFER,17259.03,4594970207904986,3496555.59,3479296.56,4791877253797191,0.0,17259.03,0
135,TRANSFER,23715.64,4040086185937359,2299247.0,2275531.36,4987841323443602,79611.86,103327.49,0
